result,head-shape,head-surface,head-color,lesions,odor,gill-attachment,gill-spacing,gill-size,gill-color,body-shape,body-surface-above-neck,body-surface-below-neck,body-color-above-neck,body-color-below-neck,foot-type,foot-color,number-heads,eye-type,tattoo-print-color,population,habitat
dangerous,f,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
dangerous,f,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
dangerous,f,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
dangerous,f,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,f,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
dangerous,f,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
dangerous,f,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,f,s,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
dangerous,k,y,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,f,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,x,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
friendly,x,f,w,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,n,g
dangerous,x,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
friendly,x,f,g,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g
dangerous,f,y,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,f,y,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,x,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
dangerous,k,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,k,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,x,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
friendly,k,f,w,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g
dangerous,k,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,x,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
dangerous,x,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,x,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
dangerous,f,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,f,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,x,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
dangerous,k,s,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,f,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,k,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,f,s,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
friendly,x,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,b,v,l
dangerous,x,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,k,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,f,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
dangerous,f,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,x,s,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
dangerous,k,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,x,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
dangerous,k,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
dangerous,f,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
dangerous,k,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
dangerous,f,s,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
dangerous,x,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
friendly,x,s,g,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g
dangerous,k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
dangerous,x,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,k,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
dangerous,x,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,k,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
dangerous,x,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,k,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,x,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,f,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,x,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,x,s,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
dangerous,f,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
dangerous,x,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,x,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,x,s,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,k,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
dangerous,k,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
dangerous,f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,x,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,f,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,x,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,x,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
dangerous,k,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,x,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
dangerous,x,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
dangerous,f,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,f,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
friendly,b,f,g,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,s,g
dangerous,x,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,k,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
friendly,b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,y,v,l
dangerous,f,s,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,x,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,x,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
dangerous,k,y,c,f,m,a,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d
dangerous,x,s,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
dangerous,x,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
dangerous,f,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
dangerous,x,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,y,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,f,s,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,k,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,x,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,x,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
dangerous,x,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,k,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,f,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,f,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,f,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,f,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,f,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
dangerous,f,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
dangerous,f,s,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,s,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
dangerous,x,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,f,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,x,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,x,y,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
dangerous,f,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
dangerous,f,s,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,x,s,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
dangerous,f,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
dangerous,x,y,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
dangerous,x,y,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
dangerous,k,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,x,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,x,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
friendly,x,f,g,f,n,f,w,b,g,e,k,k,w,w,p,w,t,p,w,s,g
dangerous,x,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
dangerous,f,s,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,x,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,f,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
friendly,b,f,g,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,s,g
dangerous,f,y,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
dangerous,x,y,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,f,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
friendly,k,f,g,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,s,g
friendly,b,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,o,c,l
dangerous,f,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
dangerous,f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
dangerous,f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,f,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,f,y,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,f,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,f,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
dangerous,x,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
friendly,x,f,w,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,n,g
dangerous,f,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,x,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,x,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
dangerous,x,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
dangerous,x,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
